idd,classid,level,line,eline,priority,kind1,kind2,manalimit,manamin,カード名,content,evolve,bold1,bold2,bold3,bold4,文字カウント,進化文字,f1,f2,マイナスライン,マイナスE,手加えました
225,3,2,2,0,,ファンファーレ,か,11,0,ライトニングキャット,ファンファーレ 自分のデッキが20枚以下なら、相手のリーダーか相手のフォロワーに2ダメージ。,,ファンファーレ,,,,46,0,,,,,
226,3,2,1,0,,ファンファーレ,か,11,0,魔術師,ファンファーレ 土の秘術 +1/+1して、潜伏 を持つ。,,ファンファーレ,土の秘術,,,28,0,,,,,
227,3,2,1,1,,ラストワード,か,11,0,クラフトウォーロック,ラストワード 土の魔片1つを出す。,ラストワード 土の魔片1つを出す。,ラストワード,土の魔片,,,17,17,,,,,
228,3,2,1,1,,ラストワード,か,11,0,マナリアカーバンクル,ラストワード スペルブースト する。,ラストワード 土の魔片1つを出す。,ラストワード,,,,18,17,,,,,
229,3,2,1,1,,交戦時,か,11,0,獣面の魔術師,交戦時 土の魔片1枚を手札に加える。,交戦時 土の魔片1枚を手札に加える。,交戦時,土の魔片,,,18,18,,,,,
230,3,2,1,1,,攻撃時,か,11,0,マーリン,攻撃時 スペルブースト する。,攻撃時 スペルブースト する。,攻撃時,,,,15,15,,,,,
231,3,2,1,1,,攻撃時,か,11,0,蒼の反逆者・テトラ,攻撃時 自分のPPを1回復。,攻撃時 自分のPPを1回復。,攻撃時,,,,14,14,,,,,
232,3,2,0,1,,進化時,か,11,0,マジックオウル,,進化時 2回スペルブースト する。,進化時,,,,0,17,,,,,
233,3,2,0,3,,進化時,か,11,0,ハンマーソーサラー・ジオス,,進化時 「スペルブースト を持たないウィッチ・スペル」をランダムに1枚、自分のデッキから公開して手札に加える。+X/+Xする。Xは「そのスペルの元のコストの値」である。,進化時,,,,0,84,,,,,
234,3,2,0,2,,進化時,か,11,0,マーリン,,進化時 スペルブースト を持つスペルをランダムに1枚、自分のデッキから手札に加える。,進化時,,,,0,42,,,,,
235,3,2,0,1,,進化時,か,11,0,笑顔の奇術師・サミー,,進化時 自分と相手はカードを1枚引く。,進化時,,,,0,19,,,,,
236,3,2,0,2,,進化時,か,11,0,ラブリー★モニカ,,進化時 相手のフォロワー1体に、「自分の場のフォロワーの数」と同じダメージ。,進化時,,,,0,38,,,,,
237,3,2,0,2,,進化時,か,11,0,殺戮の魔女・ヴェスパー,,進化時 自分の場に他のフォロワーがいるなら、自分の他のフォロワー1体を破壊して、+2/+2する。,進化時,,,,0,48,,,,,
238,3,2,0,2,,進化時,スペルブースト,11,0,神託の妖童・アルルメイヤ,,進化時 自分の手札が6枚以上なら、スペルブーストする。自分の手札が5枚以下なら、カードを自分の手札が6枚になるまで引く。,進化時,スペルブースト,,,0,60,,●,,1,
239,3,2,2,2,,土の印・アミュレットが出るたび１,か,11,0,聖法の教師・フロウ,自分の場に土の印・アミュレットが出るたび、自分のリーダーを1回復。,自分の場に土の印・アミュレットが出るたび、自分のリーダーを1回復。,,,,,33,33,●,●,0,0,
240,3,2,2,2,,土の印・アミュレットが出るたび２,か,11,0,笑顔の魔女・エミル,自分の場に土の印・アミュレットが出るたび、相手のリーダーに1ダメージ。,自分の場に土の印・アミュレットが出るたび、相手のリーダーに1ダメージ。,,,,,35,35,,,,,
241,3,3,2,2,,ターン終了時,か,11,0,禁忌の研究者,自分のターン終了時、自分の場に土の印・アミュレットがあるなら、土の秘術 ランダムな相手のフォロワー1体を破壊する。,自分のターン終了時、自分の場に土の印・アミュレットがあるなら、土の秘術 ランダムな相手のフォロワー1体を破壊する。,土の秘術,,,,57,57,,,,,
242,3,3,2,0,,ファンファーレ,か,11,0,マナリアグリモワール,ファンファーレ カードを2枚引く。自分のリーダーは「このターン終了時、自分の手札のスペルをすべて捨てる」を持つ。,,ファンファーレ,,,,56,0,,,,,
243,3,3,5,0,,ファンファーレ,か,11,0,魔神の使役者,ファンファーレ このカードのスペルブースト が5回以下ならランダムに1枚、6回以上11回以下ならランダムに異なる2枚、12回以上ならランダムに異なる3枚、下記のカードの中から加える。リノセウス、旅ガエル、風読みの少年ゼル、シャドウリーパー、昏き底より出でる者、聖弓の使い手・クルト、粛清の英雄・メイシア,,ファンファーレ,スペルブースト,,,151,0,,,1,,
244,3,3,4,0,,ファンファーレ,か,11,0,魔神の使役者,ファンファーレ このカードのスペルブースト が5回以下ならランダムに1枚、6回以上11回以下ならランダムに異なる2枚、12回以上ならランダムに異なる3枚、下記のカードの中から加える。深き森の異形、古の英雄、ファフニール、滅殺の鎧、ソウルディーラー、狂信の偶像、外界の理,,ファンファーレ,スペルブースト,,,134,0,,,1,,
245,3,3,1,0,,ファンファーレ,か,11,0,眠れる災厄獣,ファンファーレ 土の秘術 +2/+0する。,,ファンファーレ,土の秘術,,,21,0,,,,,
246,3,3,2,0,,ファンファーレ,か,11,0,未完の錬金術師・クラリス,ファンファーレ 相手のフォロワー1体は、能力すべて(攻撃力/体力はそのまま)を失う。,,ファンファーレ,,,,42,0,,,,,
247,3,3,1,0,,ファンファーレ,か,11,0,上級アルケミスト,ファンファーレ 土の秘術 自分のリーダーを5回復。,,ファンファーレ,土の秘術,,,25,0,,,,,
248,3,3,2,0,,ファンファーレ,スペルブースト,11,0,キラキラヒーラー,ファンファーレ 自分のフォロワーすべてを1回復。スペルブースト 回復+1,,ファンファーレ,スペルブースト,,,36,0,,,,,
249,3,3,2,0,,ファンファーレ,スペルブースト,11,0,天外の華・エレノア,ファンファーレ 手札の「スペルブースト された回数が3回未満のカード」1枚を、3回スペルブースト された状態にする。,,ファンファーレ,スペルブースト,,,58,0,,,,,
250,3,3,1,0,,ファンファーレ,突進,11,0,ケンタウロスシャーマン,ファンファーレ 土の秘術 +1/+0して、突進 を持つ。,,ファンファーレ,土の秘術,突進,,28,0,,,,,
251,3,3,2,2,2,ラストワード,か,4,0,幻惑の奇術師,ラストワード 土の秘術 @user_name1体を出す。,ラストワード 土の秘術@user_name1体を出す。,ラストワード,土の秘術,,@user_name,28,27,,,-1,-1,
252,3,3,3,1,,攻撃不能,か,11,0,呼び覚まされし禁忌,このフォロワーは攻撃不能。自分のターン中、自分の手札にカードが加わり、手札が9枚になったとき、このフォロワーは進化し、相手のフォロワーすべてに3ダメージ。,（攻撃可能）,,,,,77,6,,,,,
253,3,3,0,1,,進化時,か,11,0,デュアルウィッチ・レミラミ,,進化時 土の秘術 ガーディアンゴーレム1体を出す。,進化時,土の秘術,ガーディアンゴーレム,,0,25,,,,,
254,3,4,1,1,,スペルをプレイするたび,か,11,0,旋風の魔術師,自分がスペルをプレイするたび、+1/+1する。,自分がスペルをプレイするたび、+1/+1する。,,,,,23,23,,,,,
255,3,4,2,0,,ファンファーレ,か,11,0,天輪のゴーレム,ファンファーレ 土の秘術 相手のリーダーか相手のフォロワー1体に3ダメージ。,,ファンファーレ,土の秘術,,,38,0,,,,,
256,3,4,2,0,,ファンファーレ,か,11,0,タイムレスウィッチ,ファンファーレ 自分のリーダーへのダメージは0になる。この能力は、このフォロワーが場を離れるとき失われる。,,ファンファーレ,,,,53,0,,,,,
257,3,4,1,0,,ファンファーレ,スペルブースト,11,0,ルーンブレードサモナー,ファンファーレ +0/+0 する。スペルブースト +1/+1,,ファンファーレ,スペルブースト,,,30,0,●,,1,,
258,3,4,2,0,,ファンファーレ,スペルブースト,11,0,ライトニングシューター,ファンファーレ 相手のフォロワー1体に1ダメージ。スペルブースト +1ダメージ,,,,,,39,0,,,,,
259,3,4,3,0,,ファンファーレ,土の秘術,11,0,ミスティアストロジスト,ファンファーレ 自分の場に他のフォロワーがいるなら、土の秘術 自分の他のフォロワー1体は+1/+1されて、守護 を持つ。,,ファンファーレ,土の秘術,守護,,60,0,●,,,,
260,3,4,1,0,,ファンファーレ,土の秘術,11,0,ジュエルゴーレム,ファンファーレ 土の秘術 「相手の能力で選択できない」を持つ。,,ファンファーレ,土の秘術,,,31,0,●,,1,,
261,3,4,2,2,,フォロワーが破壊されるたび,か,11,0,禁忌の研究者,自分のターン中、相手のフォロワーが破壊されるたび、自分の場にゾンビ1体を出す。,自分のターン中、相手のフォロワーが破壊されるたび、自分の場にゾンビ1体を出す。,ゾンビ,,,,39,39,,,,,
262,3,5,1,0,,スペルブースト,か,11,0,ベビーウィッチ・エミル,スペルブースト コスト-1,,スペルブースト,,,,13,0,,,,,
263,3,5,2,2,,スペルをプレイするたび,か,11,0,フレイムウィッチ,自分がスペルをプレイするたび、相手のフォロワーすべてに1ダメージ。,自分がスペルをプレイするたび、相手のフォロワーすべてに1ダメージ。,,,,,33,33,●,●,0,0,
264,3,5,1,1,,スペルをプレイするたび,か,11,0,ウィッチクラフト・マギサ,自分がスペルをプレイするたび、クレイゴーレム1体を出す。,自分がスペルをプレイするたび、クレイゴーレム1体を出す。,クレイゴーレム,,,,28,28,,,,,
265,3,5,5,0,,ファンファーレ,か,11,0,幻影使い,ファンファーレ このバトル中に破壊された、コスト最大の自分のフォロワーと同名のフォロワー1体を場に出す。（コスト最大のフォロワーが複数あるなら、その中からランダムに1体）それは突進 と「自分のターン開始時、このフォロワーは消滅する」を持つ。,,ファンファーレ,突進,,,120,0,●,,0,,
266,3,5,2,0,,ファンファーレ,か,11,0,太陽の巫女・パメラ,ファンファーレ 土の秘術 このターン終了時、このフォロワーが場にいるなら、自分の他のフォロワーの攻撃力/体力を2倍にする。,,ファンファーレ,土の秘術,,,61,0,●,,1,,要検証
267,3,5,1,0,,ファンファーレ,か,11,0,カオスウィザード,ファンファーレ カードを2枚引く。,,ファンファーレ,,,,17,0,,,,,
268,3,5,2,0,,ファンファーレ,か,11,0,魔導の巨兵,ファンファーレ 自分の手札の土の印・アミュレットをすべて捨て、捨てた土の印・アミュレット1枚につき+2/+2する。,,ファンファーレ,,,,57,0,,,,,
269,3,5,2,0,,ファンファーレ,か,11,0,闇魔法の教師・ハインライン,ファンファーレ 手札の「スペルブースト された回数が5回未満のカード」すべてを、5回スペルブースト された状態にする。,,ファンファーレ,スペルブースト,,,59,0,●,,1,,
270,3,5,4,0,,ファンファーレ,か,11,0,神託の妖童・アルルメイヤ,ファンファーレ このバトル中、自分のリーダーは「自分のターン終了時、自分の手札が6枚以上なら、スペルブーストする。自分の手札が5枚以下なら、カードを自分の手札が6枚になるまで引く」を持つ。リーダーはこの能力を重複して持たない。,,ファンファーレ,,,,113,0,,,,,
271,3,5,2,0,,ファンファーレ,土の秘術,11,0,シャドウウィッチ,ファンファーレ 土の秘術 相手のフォロワー1体か相手のアミュレット1つをクレイゴーレムに変身させる。,,ファンファーレ,土の秘術,クレイゴーレム,,50,0,,,,,
272,3,5,2,2,,ラストワード,か,9,0,オリハルコンゴーレム,ラストワード 土の魔片2つを出す。@user_name1枚を手札に加え、そのコストを+2する。,ラストワード 土の魔片2つを出す。@user_name1枚を手札に加え、そのコストを+2する。,ラストワード,土の魔片,,@user_name,47,47,,,,,
273,3,5,1,1,,自分のターン終了時,か,11,0,老練の大魔術師・エラスムス,自分のターン終了時、土の秘術 相手のリーダーに4ダメージ。,自分のターン終了時、土の秘術 相手のリーダーに4ダメージ。,,,,,29,29,,,,,
274,3,6,3,0,,ファンファーレ,疾走,11,0,絶望のキマイラ,ファンファーレ スペルブースト 6以上なら、相手のフォロワー1体に3ダメージ。スペルブースト 9以上なら、3PP回復する。スペルブースト 12以上なら、疾走 を持つ。,,ファンファーレ,スペルブースト,疾走,,83,0,,,,,
275,3,6,1,1,,ラストワード,か,11,0,連続実験,ラストワード クレイゴーレム1体を出す｡スペルブースト +1体,ラストワード クレイゴーレム1体を出す｡スペルブースト +1体,ラストワード,クレイゴーレム,,,31,31,●,●,1,1,
276,3,7,1,1,,スペルをプレイするたび,か,11,0,ドラゴンメイジ,自分がスペルをプレイするたび、ドラゴン1体を出す。,自分がスペルをプレイするたび、ドラゴン1体を出す。,ドラゴン,,,,25,25,,,,,
277,3,7,2,0,,ファンファーレ,か,11,5,存在の霧散,ファンファーレ 相手のフォロワー1体を消滅させる。自分のデッキが20枚以下なら、自分のPPを4回復。,,ファンファーレ,,,,50,0,,,,,
278,3,7,3,0,,ファンファーレ,か,11,0,ゴーレムの暴走,ファンファーレ クレイゴーレム2体を出す。相手のフォロワー1体に「自分の場のクレイゴーレムの数」と同じダメージ。土の秘術 自分のクレイゴーレムすべてを+1/+1する。,,ファンファーレ,クレイゴーレム,土の秘術,,83,0,,,,,
279,3,7,3,0,,ファンファーレ,か,11,0,偉大なる魔術師・レヴィ,ファンファーレ 相手のリーダーか相手のフォロワー1体に3ダメージ。土の秘術 相手のリーダーか相手のフォロワー1体ではなく、相手のリーダーと相手のフォロワーすべてに3ダメージ。,,ファンファーレ,土の秘術,,,87,0,,,,,
280,3,7,2,0,,ファンファーレ,か,11,0,真実の絶傑・ライオ,ファンファーレ スペルブースト を持つデッキのカードすべてを、9回スペルブースト する。,,ファンファーレ,スペルブースト,,,44,0,,,,,
281,3,7,3,0,,ファンファーレ,か,11,0,無貌の魔女,ファンファーレ 手札のカード1枚を選択して、選択したカードと同名のカードを、手札が上限枚数になるまで加える。（上限は9枚）,,ファンファーレ,,,,61,0,●,,0,,
282,3,7,0,1,,攻撃時,スペルブースト,11,0,無貌の魔女,,攻撃時 10回スペルブースト する。,攻撃時,スペルブースト,,,0,18,,,,,
283,3,8,5,0,,ファンファーレ,か,11,0,言霊遣い・ジンジャー,ファンファーレ ターン終了まで、自分の手札のフォロワーすべてのコストを0にする。ターン終了まで、自分のリーダーは「ファンファーレ能力を働かせることができない」を持つ。ターン終了まで、自分のフォロワーすべてと新たに場に出たフォロワーすべては、相手のリーダーを攻撃不能。,,ファンファーレ,,,,133,0,,,,,
284,3,8,3,0,,ファンファーレ,土の秘術,11,0,大召喚,ファンファーレ ガーディアンゴーレム1体とクレイゴーレム1体とジャンクゴーレム1体を出す。土の秘術 自分のフォロワーすべてを+1/+0する。,,ファンファーレ,クレイゴーレム,ガーディアンゴーレム,ジャンクゴーレム,70,0,,,,,b5
285,3,9,2,0,,ファンファーレ,か,11,0,真実の掟,ファンファーレ カードを自分の手札が9枚になるまで引く。このカードのスペルブースト が9回以上なら、自分のPPを7回復。,,ファンファーレ,,,,60,0,●,,1,,
286,3,9,2,0,,ファンファーレ,か,11,0,未知の求道者・クラーク,ファンファーレ 自分のPPを10回復。土の秘術 自分の手札をすべて消滅させ、カードを9枚引く。,,ファンファーレ,土の秘術,,,47,0,,,,,
287,3,9,2,0,,ファンファーレ,スペルブースト,11,0,キマイラ,ファンファーレ 相手のフォロワー1体に4ダメージ。スペルブースト コスト-1,,ファンファーレ,スペルブースト,,,38,0,,,,,
288,3,9,2,2,,破壊されない,か,11,0,開闢の予言者,このフォロワーは、相手の能力で選択できず、カードの能力によって破壊されない。,このフォロワーは、相手の能力で選択できず、カードの能力によって破壊されない。,,,,,38,38,,,,,
289,3,10,1,0,,ファンファーレ,か,11,0,次元の超越,ファンファーレ このターンのあと、自分の追加ターンを行う。,,ファンファーレ,,,,29,0,,,,,
290,4,1,3,0,1,アクセラレート,か,11,4,天災のジェネシスドラゴン,アクセラレート 4；自分のPP最大値を+1する。自分の残りEPが1以上なら1消費して、お互いのフォロワーすべてに3ダメージ。（進化可能でないターンの残りEPは0）,,アクセラレート,,,,81,0,,,,,
291,4,1,1,0,1,アクセラレート,か,11,3,アドラメレク,アクセラレート 3；カードを2枚引く。,,アクセラレート,,,,19,0,,,,,
292,4,1,2,0,2,エンハンス,か,4,0,ベオウルフ,ファンファーレ エンハンス 6； 体力5以上の相手のフォロワー1体を破壊する。,,ファンファーレ,エンハンス,,,39,0,,,,,
293,4,1,2,0,2,ファンファーレ,エンハンス,7,0,侮蔑の絶傑・ガルミーユ,ファンファーレ エンハンス 7； お互いのフォロワーすべてに1ダメージ。（このフォロワーも含む）,,ファンファーレ,エンハンス,,,48,0,,,,,
294,4,1,1,0,,ファンファーレ,か,11,0,アイボリードラゴン,ファンファーレ 覚醒 状態ならカードを1枚引く。,,ファンファーレ,覚醒,,,24,0,,,,,
295,4,1,2,0,,ファンファーレ,か,11,0,侮蔑の信者,ファンファーレ 自分の場に他のフォロワーがいるなら、自分の他のフォロワー1体に1ダメージを与え、カードを1枚引く。,,ファンファーレ,,,,57,0,,,,,
296,4,1,2,0,,ファンファーレ,か,11,0,アンネローゼ,ファンファーレ 覚醒 状態なら、相手のフォロワー1体に1ダメージ。,,ファンファーレ,覚醒,,,33,0,●,,0,,
297,4,1,2,0,,ファンファーレ,か,11,0,輝石のドラゴン,ファンファーレ 手札からコスト最小のカードをランダムに1枚捨てる。これを2回行う。,,ファンファーレ,,,,41,0,,,,,
298,4,1,1,1,,攻撃されない,か,11,0,ドラゴニュートスカラー,このフォロワーは攻撃されない。,このフォロワーは攻撃されない。,,,,,15,15,,,,,
299,4,1,2,2,,攻撃時,か,11,0,ドラゴニュートスカラー,攻撃時 手札からコスト最小のカードをランダムに1枚捨てる。カードを1枚引く。,攻撃時 手札からコスト最小のカードをランダムに1枚捨てる。カードを1枚引く。,攻撃時,,,,38,38,,,,,
300,4,1,1,1,,相手のターン開始時,か,11,0,キュアマーメイド・ジゼル,相手のターン開始時、自分の他のフォロワーすべてを2回復。,相手のターン開始時、自分の他のフォロワーすべてを2回復。,,,,,28,28,,,,,
301,4,1,3,3,,相手のターン開始時,か,11,0,悪夢の竜・ジャバウォック,相手のターン開始時、このフォロワーの攻撃力が10以上なら、相手の場にフォロワーがいるならランダムな相手のフォロワー1体に、いないなら相手のリーダーに、5ダメージ。,相手のターン開始時、このフォロワーの攻撃力が10以上なら、相手の場にフォロワーがいるならランダムな相手のフォロワー1体に、いないなら相手のリーダーに、5ダメージ。,,,,,81,81,,,,,
302,4,1,2,0,2,突進,必殺,4,0,伊達政宗,ファンファーレ エンハンス 7； +3/+3して、突進 と必殺 を持つ。,,エンハンス,ファンファーレ,突進,必殺,36,0,,,,,
303,4,2,1,1,,2以上のダメージは1,か,11,0,深海の覇王・ダゴン,このフォロワーへの5以上のダメージは4になる。,このフォロワーへの5以上のダメージは4になる。,,,,,23,23,,,,,
304,4,2,0,4,,このバトル中,か,11,0,トラロック,,このバトル中、自分のリーダーは「自分のフォロワーが攻撃するとき、自分の残りのPPが3以上なら、自分のPPを3消費して、相手のリーダーと相手のフォロワーすべてに1ダメージ」を持つ。リーダーはこの能力を重複して持たない。,,,,,0,108,,,,,
305,4,2,2,2,,ダメージを受けた後,か,11,0,侮蔑の従者,このフォロワーがダメージを受けた後に破壊されなかったなら、カードを1枚引く。,このフォロワーがダメージを受けた後に破壊されなかったなら、カードを1枚引く。,,,,,38,38,,,,,
306,4,2,0,3,,ダメージを受けた後,か,11,0,侮蔑の絶傑・ガルミーユ,,ターンごとに1回、このフォロワーがダメージを受けた後に破壊されなかったなら、ランダムな相手のフォロワー1体に3ダメージ、相手のリーダーに3ダメージ。,,,,,0,74,,,,,
307,4,2,2,0,,ファンファーレ,か,11,0,ドラゴサモナー,ファンファーレ ドラゴン・フォロワーをランダムに1枚、自分のデッキから手札に加える。,,ファンファーレ,,,,42,0,,,,,
308,4,2,2,0,,ファンファーレ,か,11,0,ドラゴンテイマー,ファンファーレ 覚醒 状態なら、自分の他のフォロワー1体を+1/+1する。,,ファンファーレ,覚醒,,,37,0,,,,,
309,4,2,1,0,,ファンファーレ,か,11,0,ファイアーリザード,ファンファーレ 相手のフォロワー1体に1ダメージ。,,ファンファーレ,,,,25,0,,,,,
310,4,2,2,0,,ファンファーレ,か,11,0,美麗なる竜人・マリオン,ファンファーレ 手札のドラゴン・カード1枚を、ブレイジングブレスに変身させる。,,ファンファーレ,ブレイジングブレス,,,39,0,,,,,
311,4,2,2,0,,ファンファーレ,か,11,0,侮蔑の狂信者,ファンファーレ ランダムな自分の他のフォロワー1体に1ダメージ。ランダムな相手のフォロワー1体に1ダメージ。,,ファンファーレ,,,,54,0,,,,,
312,4,2,2,0,,ファンファーレ,か,11,0,鉄鱗の竜人,ファンファーレ 自分の場に進化後フォロワーがいるなら、相手のフォロワー1体に2ダメージ。,,ファンファーレ,,,,44,0,,,,,
313,4,2,1,0,,ファンファーレ,か,11,0,炎竜の使役者,ファンファーレ ブレイジングブレス1枚を手札に加える。,,ファンファーレ,ブレイジングブレス,,,27,0,,,,,
314,4,2,1,0,,ファンファーレ,疾走,11,0,大嵐のドラゴン,ファンファーレ 覚醒 状態なら疾走 を持つ。,,ファンファーレ,覚醒,疾走,,22,0,,,,,
315,4,2,3,0,,ファンファーレ,突進,11,0,暴竜・伊達政宗,ファンファーレ 自分のPP最大値が10なら、自分のドラゴン・フォロワーすべては、突進 と、ターン終了時まで「受けるダメージは0になる」を持つ。,,ファンファーレ,突進,,,71,0,,,,,
316,4,2,1,1,,ラストワード,か,11,0,まどろみの白竜,ラストワード ドラゴンの卵1枚を手札に加える。,ラストワード ドラゴンの卵1枚を手札に加える。,ラストワード,ドラゴンの卵,,,23,23,,,,,
317,4,2,1,1,,ラストワード,か,11,0,,ラストワード ブレイジングブレス1枚を手札に加える。,ラストワード ブレイジングブレス1枚を手札に加える。,ラストワード,ブレイジングブレス,,,26,26,,,,,
318,4,2,1,1,,覚醒,か,11,0,ドラゴンライダー,覚醒 状態なら+2/+0する。,覚醒 状態なら+2/+0する。,覚醒,,,,15,15,,,,,
319,4,2,2,2,,覚醒,か,11,0,変化する魔術師,覚醒 状態なら、自分のターン開始時、突風のドラゴンに変身する。,覚醒 状態なら、自分のターン開始時、突風のドラゴンに変身する。,覚醒,突風のドラゴン,,,31,31,●,●,0,0,
320,4,2,1,1,,覚醒,か,11,0,水竜神の巫女,覚醒 状態なら、自分のターン終了時、自分のリーダーを3回復。,覚醒 状態なら、自分のターン終了時、自分のリーダーを3回復。,覚醒,,,,30,30,●,●,1,1,
321,4,2,1,1,,覚醒,守護,11,0,古の飛竜,覚醒 状態なら守護 を持つ。,覚醒 状態なら守護 を持つ。,守護,覚醒,,,14,14,,,,,
322,4,2,2,0,1,結晶,か,11,5,,結晶 5；カウントダウン　ファンファーレ ラストワード ドラゴン1体を出す。,,結晶,カウントダウン,ファンファーレ,ラストワード,38,0,,,,,
323,4,2,1,1,,交戦時,か,11,0,竜技の達人,交戦時 覚醒 状態なら、ターン終了まで+4/+0する。,交戦時 覚醒 状態なら、ターン終了まで+4/+0する。,交戦時,覚醒,,,27,27,,,,,
324,4,2,2,2,,攻撃時,必殺,11,0,ドラゴンキラーガール,攻撃時 攻撃する相手のフォロワーの攻撃力が5以上なら、このフォロワーは必殺 を持つ。,攻撃時 攻撃する相手のフォロワーの攻撃力が5以上なら、このフォロワーは必殺 を持つ。,攻撃時,必殺,,,42,42,,,,,
325,4,2,2,2,,自分のターン終了時,か,11,0,爆弾フグ,自分のターン終了時、覚醒 状態なら、お互いのフォロワーすべてに1ダメージ。（このフォロワーも含める）,自分のターン終了時、覚醒 状態なら、お互いのフォロワーすべてに3ダメージ。（このフォロワーも含める）,覚醒,,,,50,50,,,,,
326,4,2,2,2,,手札を捨てるたび,か,11,0,荒牙の竜少女,自分が手札を捨てるたび、捨てたカード1枚につき、相手のリーダーに1ダメージ。,自分が手札を捨てるたび、捨てたカード1枚につき、相手のリーダーに1ダメージ。,,,,,38,38,,,,,
327,4,2,0,1,,進化時,PP最大値を+,9,0,竜剣の少女・アイラ,,進化時 自分のPP最大値を+1する。,進化時,,,,0,18,,,,,
328,4,2,0,1,,進化時,か,11,0,ドラゴンウォーリア,,進化時 相手のフォロワー1体に3ダメージ。,進化時,,,,0,21,,,,,
329,4,2,0,1,,進化時,か,11,0,トラロック,,進化時 相手のリーダーと相手のフォロワーすべてに1ダメージ。,進化時,,,,0,30,,●,,1,
330,4,2,0,1,,進化時,か,11,0,岩食い竜,,進化時 覚醒 状態なら、+3/+0する。,進化時,,,,0,20,,,,,
331,4,2,0,1,,進化時,か,11,0,炎竜の使役者,,進化時 ライトニングブラスト1枚を手札に加える。,進化時,ライトニングブラスト,,,0,24,,,,,
332,4,2,0,2,,進化時,か,11,0,変異の巨竜,,進化時 覚醒 状態なら、自分の他のフォロワー1体をドラゴンに変身させる。,進化時,覚醒,ドラゴン,,0,36,,,,,
333,4,2,0,2,,進化時,か,11,0,オウルガーディアン,,進化時 相手のフォロワー1体に5ダメージ。手札からコスト最小のカードをランダムに1枚捨てる。,進化時,,,,0,46,,,,,
334,4,2,1,1,,他のフォロワーが進化するたび,か,11,0,ムシュフシュ,他のフォロワーが進化するたび、+2/+0する。,他のフォロワーが進化するたび、+2/+0する。,,,,,23,23,,,,,
335,4,2,1,1,,能力で選択できない,か,11,0,エストレアビースト,相手の能力で選択できない。,相手の能力で選択できない。,,,,,13,13,,,,,
336,4,2,0,2,,破壊されない,か,11,0,ハルクドラゴニュート,,このフォロワーは、カードの能力によって破壊されない。（攻撃によるダメージや、能力によるダメージでは破壊される）,,,,,0,55,,,,,
337,4,3,1,1,,ダメージを-1,か,11,0,精霊竜姫,このフォロワーへのダメージを-1する。,このフォロワーへのダメージを-1する。,,,,,19,19,,,,,
338,4,3,2,0,,ファンファーレ,か,11,0,グリフォンナイト,ファンファーレ 相手のフォロワー1体に2ダメージ。手札からコスト最小のカードをランダムに1枚捨てる。,,ファンファーレ,,,,50,0,,,,,
339,4,3,1,0,,ファンファーレ,か,11,0,ドラゴニュートプリンセス,ファンファーレ 覚醒 状態なら相手のフォロワー1体に3ダメージ。,,ファンファーレ,覚醒,,,32,0,●,,1,,
340,4,3,1,0,,ファンファーレ,か,11,0,グリフォンの守衛,ファンファーレ 覚醒 状態なら+0/+3する。,,ファンファーレ,覚醒,,,23,0,,,,,
341,4,3,2,0,,ファンファーレ,か,11,0,神龍,ファンファーレ 手札からコスト最小のカードをランダムに1枚捨てる。カードを2枚引く。,,ファンファーレ,,,,42,0,,,,,
342,4,3,2,0,,ファンファーレ,ドレイン,11,0,塔の守護竜・アデール,ファンファーレ 自分の場のフォロワーが2体（このフォロワーも含める）なら、ドレイン を持つ。,,ファンファーレ,ドレイン,,,46,0,,,,,
343,4,3,1,0,,ファンファーレ,交戦時,11,0,灼脚の麗姫・アリーザ,ファンファーレ 覚醒 状態なら、交戦時 +1/+1するを持つ。,,ファンファーレ,覚醒,交戦時,,31,0,●,,1,,
344,4,3,1,0,,ファンファーレ,必殺,11,0,竜装の大剣士,ファンファーレ 覚醒 状態なら+1/+1して、必殺 を持つ。,,ファンファーレ,覚醒,必殺,,30,0,●,,1,,
345,4,3,1,1,,ラストワード,PP最大値を+,9,0,ドラゴンナイト・アイラ,ラストワード 自分のPP最大値を+1する。,ラストワード 自分のPP最大値を+1する。,ラストワード,,,,21,21,,,,,
346,4,3,3,3,2,ラストワード,か,11,0,スターフェニックス,ラストワード 自分のリーダーは「次に自分がスペルをプレイしたとき、@user_name1枚を手札に加える」を持つ。,ラストワード 自分のリーダーは「次に自分がスペルをプレイしたとき、@user_name1枚を手札に加える」を持つ。,ラストワード,,,@user_name,57,57,,,-1,-1,
347,4,3,0,2,2,ラストワード,か,11,0,フォートレスキャンサー,,ラストワード @user_name1枚を手札に加える。,ラストワード,,,@user_name,0,27,,,,-1,
348,4,3,1,1,,自分のターン開始時,か,11,0,デスミストドラゴン,自分のターン開始時、他のフォロワーすべてに1ダメージ。,自分のターン開始時、他のフォロワーすべてに1ダメージ。,,,,,27,27,,,,,
349,4,3,2,0,,手札から捨てられたなら,か,11,0,煌牙の戦士・キット,他のカードの能力で、このカードが手札から捨てられたなら、@user_name1体を場に出す。,,,,,@user_name,46,0,,,,,
350,4,3,2,2,,手札を捨てるたび,か,11,0,ノクシャスロアードラゴン,自分が手札を捨てるたび、捨てたカード1枚につき、他のフォロワーすべてに1ダメージ。,自分が手札を捨てるたび、捨てたカード1枚につき、他のフォロワーすべてに1ダメージ。,,,,,41,41,,,,,
